                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    119,                 1.3192,                 1.0162,                 2.1045,                0.84742,                0.98491,                0.95529,                 0.6847,                 1.1418,                0.89141,                 1.9316,               0.008702,               0.008702,               0.008702
                    120,                 1.3964,                 1.1794,                 2.0948,                0.84532,                0.88112,                0.96644,                0.65459,                 1.1919,                 1.3316,                 1.9622,               0.008691,               0.008691,               0.008691
                    121,                 1.2708,                 1.0553,                 2.0121,                0.84306,                0.81218,                0.97321,                0.69209,                 1.0876,                 1.6013,                 1.8975,                0.00868,                0.00868,                0.00868
                    122,                 1.2918,                0.97299,                 2.0581,                0.71242,                0.88932,                0.92918,                0.69141,                 1.0821,                 1.0633,                 1.8833,               0.008669,               0.008669,               0.008669
                    123,                 1.3047,                 1.0229,                 2.0374,                0.86755,                0.89773,                0.96735,                0.71472,                 1.0521,                0.87178,                 1.8107,               0.008658,               0.008658,               0.008658
                    124,                 1.3663,                 1.0708,                 2.1345,                0.96431,                0.95091,                0.97868,                0.65896,                 1.2149,                 1.1168,                 1.9476,               0.008647,               0.008647,               0.008647
                    125,                 1.3324,                 1.0548,                 2.0282,                0.85395,                0.93472,                0.96473,                0.67358,                 1.0917,                 1.1994,                 1.8365,               0.008636,               0.008636,               0.008636
                    126,                 1.3517,                 1.0135,                 2.1045,                0.85681,                0.97919,                0.97993,                0.66372,                 1.2469,                 0.9454,                 2.0214,               0.008625,               0.008625,               0.008625
                    127,                 1.4222,                 1.0695,                 2.1682,                0.95678,                0.92606,                0.96233,                0.71339,                  1.002,                0.89949,                 1.7865,               0.008614,               0.008614,               0.008614
                    128,                 1.3539,                 1.0527,                 2.0867,                0.31155,                0.37517,                0.31355,                0.14647,                  2.789,                  3.571,                 4.7417,               0.008603,               0.008603,               0.008603
                    129,                 1.4468,                 1.1119,                  2.167,                0.07242,                0.24118,                 0.0492,                0.01464,                 3.2278,                  4.759,                 5.8848,               0.008592,               0.008592,               0.008592
                    130,                 1.3728,                 1.0858,                  2.078,                0.78017,                0.51826,                0.54165,                0.37893,                 1.3724,                 1.9329,                 2.2175,               0.008581,               0.008581,               0.008581
                    131,                 1.3852,                 1.0268,                 2.1014,                0.96134,                0.94976,                0.97566,                0.71075,                 1.0478,                0.91012,                 1.8215,                0.00857,                0.00857,                0.00857
                    132,                 1.3311,                 1.0653,                 2.0672,                0.82193,                0.81665,                0.94057,                0.68752,                  1.082,                 1.0782,                 1.9023,               0.008559,               0.008559,               0.008559
                    133,                 1.3459,                 1.0849,                 2.0507,                 0.8922,                0.90263,                 0.9469,                0.68525,                 1.0733,                0.84791,                 1.8703,               0.008548,               0.008548,               0.008548
